2.321608e+00	1.859583e+00	1.342493e+00	1.092195e+00	8.081664e-01	5.275041e-01	3.020694e-01	2.009514e-01	1.019595e-01	3.938502e-02	4.849614e-03
2.316179e+00	1.887206e+00	1.550764e+00	1.108562e+00	7.787431e-01	4.991574e-01	3.510451e-01	1.776262e-01	8.227153e-02	3.988264e-02	8.260629e-03
2.171442e+00	2.094689e+00	1.471903e+00	1.099668e+00	7.696319e-01	5.512997e-01	3.345148e-01	1.610235e-01	7.850765e-02	3.729498e-02	9.699228e-03
2.210564e+00	2.071934e+00	1.548692e+00	1.136212e+00	7.927128e-01	5.446949e-01	3.082400e-01	2.064072e-01	7.503329e-02	3.325062e-02	1.856606e-02
2.248827e+00	2.168076e+00	1.669977e+00	1.186500e+00	8.736452e-01	5.973801e-01	3.431373e-01	2.063981e-01	7.733143e-02	3.334109e-02	9.572558e-03
2.190351e+00	2.348281e+00	1.613021e+00	1.288884e+00	8.722700e-01	6.261702e-01	3.442773e-01	1.664793e-01	9.746276e-02	3.570257e-02	1.099306e-02
2.336935e+00	2.450666e+00	1.806970e+00	1.378249e+00	9.043173e-01	6.021031e-01	4.536017e-01	2.186579e-01	8.827926e-02	2.355139e-02	9.047786e-03
2.303548e+00	2.574955e+00	1.886572e+00	1.370477e+00	9.683846e-01	7.201676e-01	4.243593e-01	1.991599e-01	1.018328e-01	4.102266e-02	1.146355e-02
2.315446e+00	2.756544e+00	2.020977e+00	1.394915e+00	1.022110e+00	7.372137e-01	4.407810e-01	2.137178e-01	1.008104e-01	4.368271e-02	8.523015e-03
2.478831e+00	2.932686e+00	2.258635e+00	1.612053e+00	1.187404e+00	7.768701e-01	4.598991e-01	2.684388e-01	1.305686e-01	5.766154e-02	1.119211e-02
2.437564e+00	3.269001e+00	2.485753e+00	1.718229e+00	1.251146e+00	8.763053e-01	5.457445e-01	2.823362e-01	1.391188e-01	5.163572e-02	1.358073e-02
2.445626e+00	3.321243e+00	2.704754e+00	2.082357e+00	1.448551e+00	9.307459e-01	5.771855e-01	3.482584e-01	1.443484e-01	4.460559e-02	1.244071e-02
2.477040e+00	3.378317e+00	2.963358e+00	2.208818e+00	1.525991e+00	1.091706e+00	6.477763e-01	3.887291e-01	1.572234e-01	5.858442e-02	9.934470e-03
2.314171e+00	3.603516e+00	3.210833e+00	2.535009e+00	1.669163e+00	1.212892e+00	7.738482e-01	3.671411e-01	2.176174e-01	7.380279e-02	7.591093e-03
2.281390e+00	3.599870e+00	3.660020e+00	3.021843e+00	2.122023e+00	1.484434e+00	9.059731e-01	4.811794e-01	2.145592e-01	9.420556e-02	2.067419e-02
2.163371e+00	3.628651e+00	3.746851e+00	3.360484e+00	2.706392e+00	1.742079e+00	1.075339e+00	5.947834e-01	2.831324e-01	1.081391e-01	1.204260e-02
1.941673e+00	3.412255e+00	4.035458e+00	3.742183e+00	3.010425e+00	2.131496e+00	1.358227e+00	7.555716e-01	3.285432e-01	1.005752e-01	3.463493e-02
1.855593e+00	3.457259e+00	4.089500e+00	3.946419e+00	3.232611e+00	2.370710e+00	1.550157e+00	8.271758e-01	3.991160e-01	1.466556e-01	4.565513e-02
1.697464e+00	3.328047e+00	4.036562e+00	4.045048e+00	3.527379e+00	2.741579e+00	1.719351e+00	9.763377e-01	4.519460e-01	1.587615e-01	4.866805e-02
1.558156e+00	3.254706e+00	3.962623e+00	4.208234e+00	3.742961e+00	2.806298e+00	1.881551e+00	1.050050e+00	4.971849e-01	1.892254e-01	5.112904e-02
1.415924e+00	2.961666e+00	3.963482e+00	4.259924e+00	3.790462e+00	3.056523e+00	2.032902e+00	1.195258e+00	5.388952e-01	2.135006e-01	3.180297e-02
1.427469e+00	2.734124e+00	3.919393e+00	4.289574e+00	3.918361e+00	3.133746e+00	2.151763e+00	1.207599e+00	5.744621e-01	2.116911e-01	4.140267e-02
1.254693e+00	2.850306e+00	3.784979e+00	4.153197e+00	4.147750e+00	3.316204e+00	2.191519e+00	1.332142e+00	6.550960e-01	2.415397e-01	5.812298e-02
1.201003e+00	2.704311e+00	3.652872e+00	4.151704e+00	3.938248e+00	3.326518e+00	2.368466e+00	1.365239e+00	7.025968e-01	2.070134e-01	7.991005e-02
1.122369e+00	2.636606e+00	3.732330e+00	4.188501e+00	4.219327e+00	3.460353e+00	2.450466e+00	1.463760e+00	6.692376e-01	2.784637e-01	7.290707e-02
1.104373e+00	2.496447e+00	3.496210e+00	4.029495e+00	4.184466e+00	3.677681e+00	2.611055e+00	1.466112e+00	7.325722e-01	2.719131e-01	8.105007e-02
9.802644e-01	2.527554e+00	3.422922e+00	4.066953e+00	4.213274e+00	3.632632e+00	2.597475e+00	1.570578e+00	7.452572e-01	3.057609e-01	7.989196e-02
9.598074e-01	2.339929e+00	3.418896e+00	3.876271e+00	4.127763e+00	3.605516e+00	2.746347e+00	1.634736e+00	8.040949e-01	3.166544e-01	7.501521e-02
8.707138e-01	2.332284e+00	3.270323e+00	3.845092e+00	4.051110e+00	3.655315e+00	2.692784e+00	1.700875e+00	8.011182e-01	3.419340e-01	8.278725e-02
8.521206e-01	2.074042e+00	3.041088e+00	3.805780e+00	4.014042e+00	3.687046e+00	2.745768e+00	1.728860e+00	8.292930e-01	3.882134e-01	7.066322e-02
7.459357e-01	2.020887e+00	2.969438e+00	3.690149e+00	3.949658e+00	3.616799e+00	2.815997e+00	1.755388e+00	9.422999e-01	3.562023e-01	8.117674e-02
7.714957e-01	1.926011e+00	2.962806e+00	3.595012e+00	3.795755e+00	3.746037e+00	2.852378e+00	1.847431e+00	8.250405e-01	3.877067e-01	9.191647e-02
7.153452e-01	1.911752e+00	2.936495e+00	3.344144e+00	3.759889e+00	3.528194e+00	2.762154e+00	1.790448e+00	8.693837e-01	3.440330e-01	8.681352e-02
7.107308e-01	1.818967e+00	2.718652e+00	3.367740e+00	3.781740e+00	3.503403e+00	2.800317e+00	1.818668e+00	9.404903e-01	3.160301e-01	9.873850e-02
6.906538e-01	1.666123e+00	2.572159e+00	3.309481e+00	3.512161e+00	3.580119e+00	2.939581e+00	1.857221e+00	9.264301e-01	3.938049e-01	1.081030e-01
6.664871e-01	1.636546e+00	2.392533e+00	3.139799e+00	3.551039e+00	3.456616e+00	2.874554e+00	1.842953e+00	1.022192e+00	4.194916e-01	1.111340e-01
6.267855e-01	1.597305e+00	2.335768e+00	3.096931e+00	3.556486e+00	3.293277e+00	2.765908e+00	1.993743e+00	1.010330e+00	4.159901e-01	9.969756e-02
5.673143e-01	1.495979e+00	2.291243e+00	2.966100e+00	3.466451e+00	3.345329e+00	2.786836e+00	1.898515e+00	1.109584e+00	3.995593e-01	1.219732e-01
6.003116e-01	1.519965e+00	2.265855e+00	2.918852e+00	3.343202e+00	3.292019e+00	2.824194e+00	1.927712e+00	1.034388e+00	4.164244e-01	1.028914e-01
5.391124e-01	1.330459e+00	2.102425e+00	2.749143e+00	3.156673e+00	3.320158e+00	2.729410e+00	1.939737e+00	1.074343e+00	4.523531e-01	1.321520e-01
5.531998e-01	1.367881e+00	2.113880e+00	2.748727e+00	3.180397e+00	3.281053e+00	2.920535e+00	2.018959e+00	1.186907e+00	4.729550e-01	1.354906e-01
