1.012135e+01	5.676018e+00	4.278335e+00	3.036366e+00	2.594345e+00	1.528560e+00	1.040040e+00	6.124788e-01	2.418500e-01	1.024106e-01
1.029022e+01	5.853961e+00	4.470965e+00	3.799228e+00	2.266642e+00	1.724989e+00	9.491975e-01	5.587217e-01	1.829327e-01	4.672554e-02
1.117625e+01	5.925751e+00	4.875503e+00	3.587603e+00	2.402226e+00	1.879966e+00	1.045711e+00	4.391293e-01	3.060409e-01	9.333766e-02
1.127293e+01	6.513336e+00	4.841990e+00	4.058090e+00	2.751987e+00	1.843617e+00	1.268054e+00	6.273924e-01	3.542975e-01	7.785699e-02
1.150656e+01	6.958306e+00	5.582397e+00	4.588459e+00	3.037330e+00	2.252409e+00	1.280926e+00	5.676245e-01	2.758168e-01	9.503883e-02
1.247861e+01	7.828058e+00	5.694675e+00	4.389592e+00	3.179321e+00	1.990202e+00	1.262440e+00	8.031235e-01	3.370590e-01	9.135296e-02
1.277121e+01	8.244449e+00	6.354673e+00	4.922002e+00	3.288196e+00	2.328281e+00	1.465844e+00	7.609911e-01	2.488248e-01	9.021884e-02
1.243875e+01	8.296221e+00	7.104153e+00	5.098811e+00	3.890638e+00	2.559641e+00	1.401709e+00	8.402658e-01	3.070616e-01	1.270776e-01
1.345208e+01	9.263508e+00	6.792611e+00	5.216702e+00	3.568266e+00	2.433470e+00	1.782148e+00	8.767276e-01	3.407448e-01	8.216663e-02
1.361114e+01	9.380548e+00	7.756949e+00	5.741797e+00	4.246070e+00	2.746600e+00	1.698451e+00	8.395286e-01	3.767530e-01	8.466168e-02
1.419685e+01	9.643266e+00	8.173623e+00	6.416199e+00	4.522624e+00	3.141839e+00	1.722550e+00	9.032659e-01	4.103795e-01	1.480020e-01
1.380728e+01	1.034766e+01	9.226025e+00	6.870412e+00	4.912873e+00	3.436482e+00	1.839024e+00	1.108087e+00	4.572184e-01	1.822523e-01
1.398636e+01	1.126959e+01	1.016621e+01	8.355989e+00	5.933066e+00	3.942297e+00	2.310986e+00	1.213333e+00	5.147748e-01	1.774323e-01
1.342735e+01	1.174892e+01	1.127100e+01	8.846437e+00	6.616653e+00	4.658661e+00	2.902597e+00	1.330600e+00	5.731817e-01	2.235341e-01
1.245298e+01	1.204646e+01	1.344176e+01	1.139576e+01	8.682047e+00	5.511855e+00	3.121822e+00	1.967519e+00	8.199651e-01	2.442317e-01
1.111302e+01	1.278374e+01	1.333311e+01	1.214853e+01	9.701900e+00	6.325186e+00	3.799795e+00	2.108773e+00	9.976242e-01	1.834431e-01
1.122910e+01	1.276424e+01	1.395296e+01	1.296843e+01	1.068132e+01	7.292586e+00	4.451628e+00	2.305542e+00	9.989284e-01	3.625765e-01
1.048019e+01	1.257195e+01	1.476856e+01	1.377371e+01	1.096491e+01	7.872062e+00	5.195040e+00	2.726469e+00	1.034426e+00	4.271077e-01
9.855856e+00	1.243665e+01	1.484171e+01	1.518750e+01	1.198192e+01	9.024833e+00	5.323933e+00	2.960494e+00	1.171201e+00	4.761582e-01
8.482046e+00	1.191564e+01	1.496913e+01	1.554288e+01	1.366660e+01	1.012277e+01	6.390624e+00	3.438126e+00	1.557820e+00	4.358404e-01
7.607530e+00	1.130622e+01	1.492081e+01	1.515314e+01	1.416901e+01	1.097727e+01	7.171349e+00	3.645499e+00	1.721757e+00	4.947009e-01
7.153543e+00	1.043255e+01	1.400700e+01	1.538172e+01	1.433759e+01	1.162944e+01	7.669339e+00	4.208871e+00	1.658927e+00	5.777749e-01
6.685211e+00	9.833287e+00	1.451673e+01	1.536079e+01	1.490221e+01	1.274813e+01	8.456131e+00	4.350522e+00	2.061424e+00	6.903925e-01
6.121782e+00	1.020341e+01	1.324295e+01	1.632133e+01	1.568691e+01	1.250475e+01	8.363134e+00	4.902949e+00	2.083936e+00	8.411164e-01
5.976389e+00	9.938930e+00	1.342548e+01	1.562385e+01	1.522663e+01	1.210259e+01	9.159169e+00	5.137087e+00	2.245151e+00	7.909318e-01
5.673750e+00	9.405442e+00	1.330374e+01	1.528339e+01	1.531872e+01	1.329784e+01	9.198296e+00	5.203773e+00	2.251105e+00	8.238778e-01
5.447835e+00	8.330415e+00	1.246733e+01	1.490868e+01	1.487256e+01	1.266330e+01	8.958374e+00	5.356198e+00	2.568714e+00	8.299453e-01
4.631158e+00	8.080796e+00	1.199281e+01	1.535643e+01	1.478069e+01	1.297297e+01	9.847237e+00	5.799637e+00	2.447193e+00	8.899400e-01
4.302492e+00	7.810480e+00	1.158260e+01	1.437184e+01	1.449019e+01	1.300711e+01	9.529004e+00	5.835588e+00	2.588787e+00	8.677681e-01
4.453783e+00	7.297349e+00	1.053553e+01	1.375483e+01	1.422248e+01	1.250878e+01	9.461411e+00	5.939984e+00	2.794913e+00	9.452281e-01
4.140767e+00	7.072965e+00	1.063289e+01	1.296242e+01	1.419492e+01	1.260030e+01	9.448368e+00	5.781661e+00	2.699477e+00	7.551504e-01
3.930445e+00	6.870128e+00	9.798356e+00	1.284181e+01	1.383802e+01	1.280682e+01	1.009606e+01	6.209733e+00	3.037046e+00	9.564558e-01
3.918424e+00	6.192665e+00	1.001707e+01	1.276906e+01	1.373958e+01	1.236531e+01	9.028973e+00	6.254474e+00	2.980908e+00	9.738078e-01
3.546774e+00	6.120762e+00	9.566203e+00	1.196361e+01	1.338454e+01	1.230288e+01	1.004786e+01	6.264964e+00	3.117285e+00	1.020533e+00
3.563729e+00	5.822319e+00	8.558258e+00	1.150010e+01	1.272755e+01	1.217217e+01	9.464529e+00	6.444835e+00	3.214649e+00	9.975108e-01
3.153236e+00	5.613585e+00	8.526673e+00	1.147605e+01	1.245128e+01	1.214529e+01	9.443095e+00	6.501711e+00	3.058878e+00	1.174546e+00
3.318987e+00	5.007968e+00	8.565743e+00	1.088852e+01	1.186488e+01	1.162179e+01	9.639183e+00	6.258613e+00	3.325452e+00	1.148405e+00
2.796671e+00	4.785058e+00	7.767667e+00	1.014874e+01	1.227430e+01	1.148014e+01	9.666515e+00	6.535734e+00	3.100160e+00	1.197852e+00
2.788505e+00	5.018572e+00	7.358138e+00	1.000499e+01	1.186454e+01	1.186471e+01	9.633569e+00	6.601853e+00	3.588510e+00	1.129465e+00
2.774329e+00	4.799291e+00	7.183201e+00	1.036195e+01	1.156338e+01	1.089266e+01	9.426196e+00	6.544297e+00	3.306852e+00	1.227906e+00
2.613965e+00	4.447488e+00	7.185129e+00	9.709895e+00	1.174030e+01	1.074041e+01	9.805728e+00	6.477951e+00	3.479351e+00	1.178062e+00
2.574668e+00	4.294440e+00	6.478008e+00	9.136090e+00	1.093814e+01	1.136933e+01	9.549418e+00	6.686061e+00	3.718990e+00	1.403751e+00
2.344442e+00	4.411310e+00	6.247329e+00	9.269972e+00	1.056751e+01	1.152335e+01	9.345334e+00	6.867690e+00	3.827298e+00	1.370294e+00
2.306620e+00	4.290640e+00	6.511294e+00	8.523611e+00	1.046420e+01	1.090559e+01	9.455343e+00	6.793859e+00	4.027923e+00	1.444692e+00
2.044299e+00	3.769685e+00	5.896264e+00	8.370562e+00	9.919253e+00	1.044594e+01	9.708704e+00	7.610648e+00	4.281114e+00	1.694311e+00
1.987480e+00	3.607846e+00	5.911744e+00	8.288396e+00	1.012164e+01	1.101900e+01	9.466684e+00	7.321733e+00	4.975759e+00	2.035510e+00
1.875089e+00	3.482413e+00	5.557844e+00	7.458564e+00	9.327812e+00	1.036865e+01	9.546526e+00	7.851251e+00	4.916955e+00	1.993491e+00
1.937012e+00	2.938662e+00	4.929487e+00	7.190742e+00	8.764213e+00	1.036071e+01	1.001259e+01	8.946693e+00	5.470744e+00	2.526184e+00
1.696182e+00	2.534690e+00	4.283552e+00	6.393063e+00	8.419783e+00	9.691693e+00	9.440656e+00	8.603963e+00	6.596806e+00	2.840674e+00
1.273157e+00	2.526638e+00	3.827241e+00	5.744179e+00	7.430664e+00	8.408272e+00	9.549758e+00	8.191542e+00	6.451696e+00	3.573539e+00
1.026374e+00	1.999501e+00	3.551311e+00	4.657753e+00	6.738798e+00	7.911472e+00	8.209234e+00	7.776229e+00	6.580702e+00	4.064895e+00
8.576744e-01	1.676108e+00	2.614929e+00	3.983012e+00	5.453845e+00	6.361818e+00	7.067237e+00	7.009624e+00	6.317871e+00	4.214088e+00
7.245860e-01	1.220818e+00	1.978293e+00	2.769679e+00	4.099485e+00	5.223677e+00	5.546162e+00	6.011773e+00	4.844769e+00	3.551368e+00
4.399799e-01	8.749697e-01	1.389177e+00	2.001486e+00	2.912010e+00	3.496023e+00	3.890525e+00	4.578479e+00	4.190782e+00	3.060126e+00
4.073741e-01	7.091054e-01	1.018549e+00	1.641745e+00	2.161056e+00	2.572229e+00	2.996672e+00	3.309971e+00	3.089159e+00	2.172340e+00
1.748238e-01	4.936802e-01	6.071484e-01	1.024446e+00	1.259718e+00	1.497372e+00	1.768028e+00	2.112913e+00	1.878888e+00	1.499754e+00
1.375114e-01	3.562255e-01	3.636540e-01	6.044833e-01	9.227159e-01	1.089488e+00	1.204203e+00	1.320110e+00	1.237773e+00	9.557187e-01
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.188576e-02	5.398387e-02	6.158244e-02	1.791335e-01	1.595700e-01	1.001991e-01	1.380785e-01	8.375439e-02	1.853711e-01	1.351298e-01
6.538173e-02	4.099826e-02	6.169585e-02	1.752208e-02	5.103517e-02	1.248094e-01	6.657255e-02	1.318976e-01	6.447443e-02	8.301721e-02
