1.333521e-09	5.786148e+12
2.371374e-09	5.575024e+12
4.216965e-09	5.924279e+12
7.498942e-09	7.341957e+12
1.333521e-08	9.389339e+12
2.371374e-08	1.104096e+13
4.216965e-08	1.144784e+13
7.498942e-08	1.042228e+13
1.333521e-07	8.490940e+12
2.371374e-07	6.469790e+12
4.216965e-07	4.852733e+12
7.498942e-07	3.637828e+12
1.333521e-06	2.653221e+12
2.371374e-06	1.834005e+12
4.216965e-06	1.201111e+12
7.498942e-06	7.579720e+11
1.333521e-05	4.690500e+11
2.371374e-05	2.876397e+11
4.216965e-05	1.756082e+11
7.498942e-05	1.069555e+11
1.333521e-04	6.511559e+10
2.371374e-04	3.962886e+10
4.216965e-04	2.398676e+10
7.498942e-04	1.434067e+10
1.333521e-03	8.452380e+09
2.371374e-03	4.926997e+09
4.216965e-03	2.838768e+09
7.498942e-03	1.593006e+09
1.333521e-02	5.068411e+08
2.371374e-02	2.457507e+08
4.216965e-02	1.067548e+08
7.498942e-02	4.131199e+07
1.333521e-01	1.426603e+07
2.371374e-01	4.457510e+06
4.216965e-01	1.355465e+06
7.498942e-01	5.391574e+05
