2.5388E+00	1.8803E+00	0.0000E+00	1.2662E+00	1.0538E+00	8.7645E-01	7.2296E-01	5.9433E-01	3.9216E-01	2.5212E-01	1.5871E-01	6.0479E-02	2.2467E-02
2.3164E+00	1.9747E+00	0.0000E+00	1.3850E+00	1.1560E+00	9.6289E-01	7.9478E-01	6.5157E-01	4.2839E-01	2.7450E-01	1.7251E-01	6.5694E-02	2.4252E-02
2.1081E+00	2.0727E+00	0.0000E+00	1.5322E+00	1.2870E+00	1.0727E+00	8.8347E-01	7.2695E-01	4.7751E-01	3.0503E-01	1.9340E-01	7.3875E-02	2.7025E-02
1.9184E+00	2.1567E+00	0.0000E+00	1.7023E+00	1.4400E+00	1.2023E+00	9.9059E-01	8.1038E-01	5.3460E-01	3.4442E-01	2.1618E-01	8.2103E-02	3.0246E-02
1.7409E+00	2.2233E+00	0.0000E+00	1.8834E+00	1.6100E+00	1.3477E+00	1.1173E+00	9.1508E-01	5.9973E-01	3.8588E-01	2.4458E-01	9.1993E-02	3.3894E-02
1.5764E+00	2.2646E+00	0.0000E+00	2.0345E+00	1.7554E+00	1.4745E+00	1.2254E+00	1.0061E+00	6.5922E-01	4.2207E-01	2.6630E-01	1.0151E-01	3.7016E-02
1.4234E+00	2.2846E+00	0.0000E+00	2.1115E+00	1.8403E+00	1.5494E+00	1.2908E+00	1.0597E+00	6.9497E-01	4.4366E-01	2.7954E-01	1.0707E-01	3.9072E-02
1.2840E+00	2.2844E+00	0.0000E+00	2.2030E+00	1.9267E+00	1.6324E+00	1.3614E+00	1.1164E+00	7.3190E-01	4.6900E-01	2.9563E-01	1.1262E-01	4.1330E-02
1.1582E+00	2.2649E+00	1.6778E-02	2.3343E+00	2.0698E+00	1.7663E+00	1.4739E+00	1.2126E+00	7.9937E-01	5.1237E-01	3.2319E-01	1.2246E-01	4.4732E-02
1.0434E+00	2.2413E+00	2.9724E-01	2.4194E+00	2.1697E+00	1.8649E+00	1.5621E+00	1.2854E+00	8.4721E-01	5.4377E-01	3.4230E-01	1.2996E-01	4.7961E-02
9.3874E-01	2.2093E+00	8.8535E-01	2.5015E+00	2.2645E+00	1.9611E+00	1.6473E+00	1.3607E+00	8.9701E-01	5.7524E-01	3.6008E-01	1.3711E-01	5.0421E-02
8.4200E-01	2.1633E+00	1.3918E+00	2.5670E+00	2.3428E+00	2.0383E+00	1.7201E+00	1.4245E+00	9.4135E-01	6.0291E-01	3.7857E-01	1.4376E-01	5.2585E-02
7.5811E-01	2.1194E+00	1.6922E+00	2.6328E+00	2.4243E+00	2.1233E+00	1.7971E+00	1.4919E+00	9.8533E-01	6.3353E-01	3.9737E-01	1.5028E-01	5.5319E-02
6.7861E-01	2.0547E+00	1.8245E+00	2.6746E+00	2.4948E+00	2.1994E+00	1.8725E+00	1.5575E+00	1.0336E+00	6.6102E-01	4.1727E-01	1.5785E-01	5.7475E-02
6.0832E-01	1.9894E+00	1.8598E+00	2.7117E+00	2.5568E+00	2.2646E+00	1.9402E+00	1.6155E+00	1.0751E+00	6.9023E-01	4.3294E-01	1.6508E-01	6.0198E-02
5.4558E-01	1.9298E+00	1.8466E+00	2.7344E+00	2.6046E+00	2.3234E+00	1.9919E+00	1.6669E+00	1.1139E+00	7.1693E-01	4.4997E-01	1.7108E-01	6.2715E-02
4.8795E-01	1.8602E+00	1.8144E+00	2.7599E+00	2.6514E+00	2.3820E+00	2.0531E+00	1.7246E+00	1.1540E+00	7.4177E-01	4.6705E-01	1.7690E-01	6.4466E-02
4.3731E-01	1.7942E+00	1.7627E+00	2.7692E+00	2.6914E+00	2.4423E+00	2.1143E+00	1.7809E+00	1.1949E+00	7.7049E-01	4.8301E-01	1.8341E-01	6.7188E-02
3.9059E-01	1.7176E+00	1.6996E+00	2.7773E+00	2.7329E+00	2.4992E+00	2.1667E+00	1.8286E+00	1.2327E+00	7.9677E-01	5.0264E-01	1.8982E-01	6.9534E-02
3.4921E-01	1.6524E+00	1.6328E+00	2.7719E+00	2.7609E+00	2.5345E+00	2.2187E+00	1.8809E+00	1.2680E+00	8.1990E-01	5.1737E-01	1.9489E-01	7.1915E-02
3.1197E-01	1.5796E+00	1.5658E+00	2.7692E+00	2.7834E+00	2.5796E+00	2.2697E+00	1.9274E+00	1.3053E+00	8.4637E-01	5.3337E-01	2.0193E-01	7.4395E-02
2.7900E-01	1.5103E+00	1.5008E+00	2.7530E+00	2.8015E+00	2.6104E+00	2.3059E+00	1.9652E+00	1.3404E+00	8.6703E-01	5.4824E-01	2.0776E-01	7.5224E-02
2.4868E-01	1.4346E+00	1.4306E+00	2.7372E+00	2.8043E+00	2.6410E+00	2.3469E+00	2.0080E+00	1.3736E+00	8.9240E-01	5.6231E-01	2.1383E-01	7.7958E-02
2.2187E-01	1.3835E+00	1.3723E+00	2.7233E+00	2.8295E+00	2.6751E+00	2.3888E+00	2.0534E+00	1.4143E+00	9.1707E-01	5.7915E-01	2.2064E-01	8.0014E-02
1.9816E-01	1.3109E+00	1.3089E+00	2.6946E+00	2.8287E+00	2.6943E+00	2.4169E+00	2.0888E+00	1.4428E+00	9.3939E-01	5.9389E-01	2.2580E-01	8.2632E-02
1.7690E-01	1.2480E+00	1.2417E+00	2.6637E+00	2.8237E+00	2.7112E+00	2.4471E+00	2.1194E+00	1.4725E+00	9.6083E-01	6.0753E-01	2.3071E-01	8.4032E-02
1.5737E-01	1.1830E+00	1.1794E+00	2.6318E+00	2.8134E+00	2.7179E+00	2.4741E+00	2.1501E+00	1.4996E+00	9.8249E-01	6.2205E-01	2.3721E-01	8.6474E-02
1.4076E-01	1.1213E+00	1.1201E+00	2.5991E+00	2.7988E+00	2.7325E+00	2.4956E+00	2.1774E+00	1.5248E+00	1.0014E+00	6.3556E-01	2.4271E-01	8.9020E-02
1.2548E-01	1.0660E+00	1.0666E+00	2.5479E+00	2.7811E+00	2.7325E+00	2.5108E+00	2.2040E+00	1.5545E+00	1.0231E+00	6.5070E-01	2.4645E-01	9.0321E-02
1.1177E-01	1.0071E+00	1.0080E+00	2.5083E+00	2.7706E+00	2.7389E+00	2.5284E+00	2.2316E+00	1.5785E+00	1.0420E+00	6.6065E-01	2.5039E-01	9.1579E-02
9.9396E-02	9.5324E-01	9.5444E-01	2.4588E+00	2.7409E+00	2.7350E+00	2.5420E+00	2.2499E+00	1.6042E+00	1.0598E+00	6.7482E-01	2.5771E-01	9.5151E-02
8.8639E-02	9.0008E-01	8.9714E-01	2.4189E+00	2.7183E+00	2.7374E+00	2.5535E+00	2.2660E+00	1.6254E+00	1.0807E+00	6.8951E-01	2.6363E-01	9.5899E-02
7.9067E-02	8.4781E-01	8.5384E-01	2.3738E+00	2.6953E+00	2.7302E+00	2.5614E+00	2.2875E+00	1.6504E+00	1.1008E+00	7.0316E-01	2.6827E-01	9.8676E-02
7.0389E-02	8.0523E-01	7.6887E-01	2.3273E+00	2.6679E+00	2.7241E+00	2.5726E+00	2.3009E+00	1.6719E+00	1.1164E+00	7.1336E-01	2.7252E-01	9.9805E-02
6.2739E-02	7.6291E-01	7.6227E-01	2.2784E+00	2.6379E+00	2.7090E+00	2.5713E+00	2.3156E+00	1.6899E+00	1.1338E+00	7.2746E-01	2.7956E-01	1.0217E-01
5.5812E-02	7.1747E-01	6.4672E-01	2.2326E+00	2.6108E+00	2.7028E+00	2.5798E+00	2.3293E+00	1.7096E+00	1.1516E+00	7.3921E-01	2.8358E-01	1.0380E-01
4.9640E-02	6.7579E-01	6.8530E-01	2.1778E+00	2.5804E+00	2.6872E+00	2.5832E+00	2.3442E+00	1.7329E+00	1.1717E+00	7.5340E-01	2.8801E-01	1.0571E-01
4.4104E-02	6.4081E-01	6.4472E-01	2.1298E+00	2.5360E+00	2.6672E+00	2.5759E+00	2.3503E+00	1.7476E+00	1.1869E+00	7.6590E-01	2.9468E-01	1.0846E-01
3.9224E-02	6.0502E-01	6.0879E-01	2.0824E+00	2.5095E+00	2.6532E+00	2.5788E+00	2.3611E+00	1.7683E+00	1.2028E+00	7.7676E-01	3.0024E-01	1.1049E-01
3.4897E-02	5.6804E-01	5.4361E-01	2.0364E+00	2.4737E+00	2.6351E+00	2.5773E+00	2.3712E+00	1.7889E+00	1.2201E+00	7.9092E-01	3.0562E-01	1.1196E-01
3.0961E-02	5.3578E-01	4.6904E-01	1.9929E+00	2.4425E+00	2.6122E+00	2.5662E+00	2.3740E+00	1.8030E+00	1.2360E+00	8.0266E-01	3.1110E-01	1.1458E-01
2.7501E-02	5.0429E-01	4.8582E-01	1.9394E+00	2.4025E+00	2.5931E+00	2.5608E+00	2.3801E+00	1.8150E+00	1.2524E+00	8.1530E-01	3.1636E-01	1.1504E-01
2.4385E-02	4.7777E-01	4.8370E-01	1.8964E+00	2.3692E+00	2.5729E+00	2.5548E+00	2.3859E+00	1.8320E+00	1.2665E+00	8.2894E-01	3.2193E-01	1.1719E-01
2.1677E-02	4.5068E-01	4.5738E-01	1.8533E+00	2.3314E+00	2.5588E+00	2.5558E+00	2.3932E+00	1.8459E+00	1.2870E+00	8.4073E-01	3.2645E-01	1.1983E-01
1.9193E-02	4.2336E-01	4.3108E-01	1.8015E+00	2.2955E+00	2.5291E+00	2.5390E+00	2.3936E+00	1.8611E+00	1.2955E+00	8.5117E-01	3.3253E-01	1.2187E-01
1.7020E-02	3.9940E-01	4.0553E-01	1.7541E+00	2.2542E+00	2.5092E+00	2.5332E+00	2.3943E+00	1.8770E+00	1.3174E+00	8.6356E-01	3.3828E-01	1.2317E-01
1.5050E-02	3.7518E-01	3.8246E-01	1.7128E+00	2.2154E+00	2.4727E+00	2.5172E+00	2.3879E+00	1.8858E+00	1.3311E+00	8.7856E-01	3.4379E-01	1.2618E-01
1.3307E-02	3.5298E-01	3.4888E-01	1.6709E+00	2.1826E+00	2.4548E+00	2.5076E+00	2.3929E+00	1.9005E+00	1.3446E+00	8.9090E-01	3.5044E-01	1.2876E-01
1.1772E-02	3.3338E-01	3.2682E-01	1.6314E+00	2.1456E+00	2.4382E+00	2.5031E+00	2.3997E+00	1.9162E+00	1.3625E+00	9.0386E-01	3.5562E-01	1.3166E-01
1.0376E-02	3.1344E-01	3.2018E-01	1.5857E+00	2.1094E+00	2.4068E+00	2.4857E+00	2.3974E+00	1.9309E+00	1.3795E+00	9.1828E-01	3.6272E-01	1.3357E-01
9.1654E-03	2.9336E-01	3.0124E-01	1.5453E+00	2.0764E+00	2.3837E+00	2.4789E+00	2.3971E+00	1.9413E+00	1.3942E+00	9.3188E-01	3.6967E-01	1.3649E-01
8.0648E-03	2.7624E-01	2.8369E-01	1.5043E+00	2.0376E+00	2.3559E+00	2.4629E+00	2.3963E+00	1.9583E+00	1.4122E+00	9.4768E-01	3.7738E-01	1.3876E-01
7.0966E-03	2.5930E-01	2.6612E-01	1.4651E+00	1.9985E+00	2.3328E+00	2.4533E+00	2.3954E+00	1.9725E+00	1.4321E+00	9.6095E-01	3.8318E-01	1.4176E-01
6.2408E-03	2.4323E-01	2.4912E-01	1.4241E+00	1.9631E+00	2.3119E+00	2.4380E+00	2.3980E+00	1.9873E+00	1.4489E+00	9.8028E-01	3.9214E-01	1.4506E-01
5.4624E-03	2.2729E-01	2.3133E-01	1.3849E+00	1.9294E+00	2.2832E+00	2.4278E+00	2.3923E+00	2.0082E+00	1.4732E+00	9.9911E-01	4.0207E-01	1.4874E-01
4.7803E-03	2.1254E-01	2.1706E-01	1.3506E+00	1.8990E+00	2.2612E+00	2.4198E+00	2.3990E+00	2.0252E+00	1.4980E+00	1.0189E+00	4.1144E-01	1.5255E-01
4.1716E-03	1.9827E-01	2.0239E-01	1.3088E+00	1.8603E+00	2.2387E+00	2.4138E+00	2.4070E+00	2.0512E+00	1.5232E+00	1.0422E+00	4.2264E-01	1.5658E-01
3.6337E-03	1.8573E-01	1.8973E-01	1.2713E+00	1.8289E+00	2.2211E+00	2.4063E+00	2.4139E+00	2.0764E+00	1.5525E+00	1.0656E+00	4.3449E-01	1.6142E-01
3.1783E-03	1.7151E-01	1.7640E-01	1.2362E+00	1.7958E+00	2.1970E+00	2.3995E+00	2.4227E+00	2.1060E+00	1.5867E+00	1.0962E+00	4.5017E-01	1.6802E-01
2.7497E-03	1.5829E-01	1.6177E-01	1.1992E+00	1.7655E+00	2.1771E+00	2.3944E+00	2.4343E+00	2.1423E+00	1.6268E+00	1.1297E+00	4.6912E-01	1.7538E-01
2.3760E-03	1.4573E-01	1.5060E-01	1.1616E+00	1.7287E+00	2.1596E+00	2.3941E+00	2.4528E+00	2.1772E+00	1.6773E+00	1.1709E+00	4.8845E-01	1.8332E-01
2.0607E-03	1.3337E-01	1.3814E-01	1.1167E+00	1.6909E+00	2.1323E+00	2.3904E+00	2.4736E+00	2.2305E+00	1.7289E+00	1.2183E+00	5.1431E-01	1.9494E-01
1.7835E-03	1.2079E-01	1.2621E-01	1.0805E+00	1.6591E+00	2.1190E+00	2.3945E+00	2.4948E+00	2.2755E+00	1.7880E+00	1.2760E+00	5.4511E-01	2.0676E-01
1.5406E-03	1.0929E-01	1.1384E-01	1.0348E+00	1.6137E+00	2.0843E+00	2.3897E+00	2.5155E+00	2.3422E+00	1.8646E+00	1.3414E+00	5.8287E-01	2.2310E-01
1.3374E-03	9.9492E-02	1.0215E-01	9.8698E-01	1.5689E+00	2.0554E+00	2.3858E+00	2.5351E+00	2.4024E+00	1.9478E+00	1.4221E+00	6.2685E-01	2.4120E-01
1.1686E-03	8.5518E-02	8.9293E-02	9.3613E-01	1.5163E+00	2.0275E+00	2.3813E+00	2.5646E+00	2.4775E+00	2.0423E+00	1.5132E+00	6.8689E-01	2.6745E-01
1.0373E-03	7.5425E-02	7.8864E-02	8.8130E-01	1.4649E+00	1.9820E+00	2.3656E+00	2.5813E+00	2.5586E+00	2.1549E+00	1.6307E+00	7.5830E-01	3.0248E-01
9.3882E-04	6.5273E-02	6.8350E-02	8.1964E-01	1.3942E+00	1.9256E+00	2.3356E+00	2.5826E+00	2.6307E+00	2.2652E+00	1.7454E+00	8.4270E-01	3.4439E-01
8.7437E-04	5.5112E-02	5.7847E-02	7.5352E-01	1.3150E+00	1.8603E+00	2.2965E+00	2.5777E+00	2.6979E+00	2.3859E+00	1.8893E+00	9.5621E-01	4.0512E-01
8.3593E-04	4.6456E-02	4.8452E-02	6.8478E-01	1.2248E+00	1.7725E+00	2.2308E+00	2.5472E+00	2.7610E+00	2.5139E+00	2.0461E+00	1.0897E+00	4.8009E-01
8.0612E-04	3.8327E-02	4.0308E-02	6.1399E-01	1.1299E+00	1.6690E+00	2.1458E+00	2.5025E+00	2.7982E+00	2.6290E+00	2.2046E+00	1.2445E+00	5.8214E-01
7.6425E-04	3.0591E-02	3.3727E-02	5.4396E-01	1.0295E+00	1.5564E+00	2.0389E+00	2.4200E+00	2.8008E+00	2.7269E+00	2.3662E+00	1.4225E+00	7.0886E-01
7.2184E-04	2.5099E-02	2.7278E-02	4.7420E-01	9.2108E-01	1.4297E+00	1.9172E+00	2.3233E+00	2.7813E+00	2.8040E+00	2.5134E+00	1.6215E+00	8.6472E-01
7.1250E-04	2.0214E-02	2.1870E-02	4.0688E-01	8.1349E-01	1.2920E+00	1.7724E+00	2.1845E+00	2.7227E+00	2.8444E+00	2.6393E+00	1.8281E+00	1.0484E+00
7.3444E-04	1.6213E-02	1.7609E-02	3.4363E-01	7.0607E-01	1.1507E+00	1.6070E+00	2.0246E+00	2.6198E+00	2.8232E+00	2.7223E+00	2.0282E+00	1.2571E+00
7.5016E-04	1.2894E-02	1.3787E-02	2.8284E-01	6.0276E-01	1.0002E+00	1.4360E+00	1.8393E+00	2.4708E+00	2.7690E+00	2.7578E+00	2.2127E+00	1.4819E+00
7.0614E-04	9.6464E-03	1.0754E-02	2.3239E-01	5.0566E-01	8.5901E-01	1.2508E+00	1.6382E+00	2.2817E+00	2.6423E+00	2.7287E+00	2.3443E+00	1.6905E+00
6.1450E-04	7.5507E-03	8.1782E-03	1.8723E-01	4.1635E-01	7.1911E-01	1.0720E+00	1.4263E+00	2.0480E+00	2.4462E+00	2.6045E+00	2.3824E+00	1.8406E+00
5.0292E-04	5.7937E-03	6.4152E-03	1.4716E-01	3.3390E-01	5.8650E-01	8.8730E-01	1.2061E+00	1.7816E+00	2.1820E+00	2.3833E+00	2.2946E+00	1.8658E+00
4.0309E-04	4.3616E-03	4.9731E-03	1.1573E-01	2.6561E-01	4.7994E-01	7.3737E-01	1.0130E+00	1.5522E+00	1.9555E+00	2.1939E+00	2.2345E+00	1.9154E+00
3.1797E-04	3.3147E-03	3.9058E-03	9.2026E-02	2.1592E-01	3.9377E-01	6.1520E-01	8.6218E-01	1.3610E+00	1.7744E+00	2.0651E+00	2.2639E+00	2.1068E+00
2.4533E-04	2.4473E-03	2.9299E-03	7.2333E-02	1.7288E-01	3.2117E-01	5.0799E-01	7.1749E-01	1.1493E+00	1.5166E+00	1.7814E+00	1.9777E+00	1.8652E+00
1.9333E-04	1.7076E-03	2.0991E-03	5.0867E-02	1.2325E-01	2.3487E-01	3.7922E-01	5.4528E-01	9.0459E-01	1.2357E+00	1.5004E+00	1.7918E+00	1.8079E+00
1.5182E-04	1.3372E-03	1.7366E-03	3.6427E-02	8.8594E-02	1.7144E-01	2.7998E-01	4.0965E-01	6.9893E-01	9.8444E-01	1.2338E+00	1.5622E+00	1.6747E+00
1.1935E-04	1.1620E-03	1.5975E-03	3.1017E-02	7.6325E-02	1.4571E-01	2.3846E-01	3.4571E-01	5.9030E-01	8.3669E-01	1.0529E+00	1.3475E+00	1.4765E+00
9.4863E-05	9.2104E-04	1.4309E-03	2.6000E-02	6.3837E-02	1.2118E-01	1.9804E-01	2.8827E-01	4.9736E-01	7.0411E-01	8.9751E-01	1.1774E+00	1.3164E+00
7.4808E-05	7.4713E-04	1.2089E-03	2.1287E-02	5.1482E-02	9.8134E-02	1.5893E-01	2.3536E-01	4.0471E-01	5.7972E-01	7.4244E-01	9.8660E-01	1.1272E+00
