1.58E-09	3.18E-06
3.40E-09	7.61E-06
7.32E-09	1.59E-05
1.58E-08	2.62E-05
3.40E-08	2.77E-05
7.32E-08	2.40E-05
1.58E-07	1.95E-05
3.40E-07	1.72E-05
7.32E-07	1.72E-05
1.58E-06	2.01E-05
3.40E-06	2.66E-05
7.32E-06	3.64E-05
1.58E-05	5.21E-05
3.40E-05	7.61E-05
7.32E-05	1.13E-04
1.58E-04	1.69E-04
3.40E-04	2.54E-04
7.32E-04	3.84E-04
1.58E-03	5.78E-04
3.40E-03	8.66E-04
7.32E-03	1.31E-03
1.13E-02	1.70E-03
1.42E-02	1.93E-03
1.79E-02	2.18E-03
2.25E-02	2.47E-03
2.84E-02	2.80E-03
3.57E-02	3.16E-03
4.50E-02	3.59E-03
5.66E-02	4.06E-03
7.12E-02	4.61E-03
8.97E-02	5.21E-03
1.13E-01	5.92E-03
1.42E-01	6.69E-03
1.79E-01	7.54E-03
2.25E-01	8.59E-03
2.84E-01	9.71E-03
3.57E-01	1.09E-02
4.50E-01	1.23E-02
5.66E-01	1.37E-02
7.12E-01	1.53E-02
8.97E-01	1.70E-02
1.13E+00	1.89E-02
1.42E+00	2.09E-02
1.79E+00	2.31E-02
2.25E+00	2.54E-02
2.84E+00	2.83E-02
3.57E+00	3.13E-02
4.50E+00	3.62E-02
5.66E+00	4.78E-02
7.12E+00	6.75E-02
8.97E+00	7.93E-02
1.29E+01	8.66E-02
2.05E+01	1.55E-01
3.25E+01	2.79E-01
5.14E+01	3.23E-01
8.15E+01	1.06E+00
