1.080720e-11	0.000000e+00
1.255210e-11	7.172544e-01
1.457860e-11	1.564671e+00
1.693230e-11	3.279449e+00
1.966600e-11	6.603999e+00
2.284100e-11	1.277737e+01
2.652860e-11	2.418009e+01
3.081160e-11	4.335577e+01
3.578610e-11	7.540660e+01
4.156380e-11	1.262745e+02
4.827420e-11	2.036374e+02
5.606800e-11	3.162103e+02
6.512010e-11	4.740603e+02
7.563360e-11	6.879091e+02
8.784460e-11	9.681390e+02
1.020270e-10	1.324122e+03
1.184990e-10	1.764970e+03
1.376310e-10	2.300882e+03
1.598510e-10	2.942629e+03
1.856590e-10	3.706825e+03
2.156330e-10	4.613277e+03
2.504470e-10	5.689251e+03
2.908810e-10	6.966944e+03
3.378430e-10	8.482888e+03
3.923870e-10	1.027533e+04
4.557380e-10	1.238297e+04
5.293160e-10	1.484516e+04
6.147730e-10	1.770213e+04
7.140280e-10	2.099812e+04
8.293060e-10	2.478294e+04
9.631970e-10	2.911398e+04
1.118700e-09	3.405530e+04
1.299320e-09	3.967588e+04
1.509090e-09	4.604568e+04
1.752730e-09	5.323078e+04
2.035710e-09	6.128958e+04
2.364370e-09	7.026666e+04
2.746090e-09	8.018900e+04
3.189440e-09	9.105952e+04
3.704380e-09	1.028500e+05
4.302440e-09	1.154926e+05
4.997070e-09	1.288706e+05
5.803840e-09	1.428113e+05
6.740860e-09	1.570815e+05
7.829160e-09	1.713839e+05
9.093170e-09	1.853616e+05
1.056120e-08	1.986057e+05
1.226630e-08	2.106670e+05
1.424670e-08	2.210747e+05
1.654680e-08	2.293571e+05
1.921830e-08	2.350709e+05
2.232110e-08	2.378314e+05
2.592480e-08	2.373467e+05
3.011030e-08	2.334490e+05
3.497160e-08	2.261226e+05
4.061770e-08	2.155212e+05
4.717540e-08	2.019709e+05
5.479170e-08	1.859557e+05
6.363780e-08	1.680884e+05
7.391200e-08	1.490666e+05
8.584500e-08	1.296174e+05
9.970460e-08	1.104448e+05
1.158020e-07	9.217437e+04
1.344980e-07	7.531518e+04
1.562120e-07	6.023254e+04
1.814330e-07	4.713955e+04
2.107250e-07	3.610364e+04
2.447460e-07	2.706646e+04
2.842600e-07	1.987349e+04
3.301530e-07	1.430557e+04
3.834560e-07	1.011146e+04
4.453640e-07	7.034339e+03
5.172680e-07	4.833005e+03
6.007800e-07	3.294732e+03
6.977750e-07	2.242213e+03
8.104290e-07	1.534829e+03
9.412720e-07	1.065272e+03
1.093240e-06	7.559310e+02
1.269740e-06	5.517419e+02
1.474740e-06	4.154141e+02
1.712830e-06	3.223331e+02
1.989370e-06	2.568566e+02
2.310550e-06	2.091694e+02
2.683580e-06	1.731839e+02
3.116850e-06	1.450257e+02
3.620060e-06	1.224370e+02
4.204510e-06	1.039566e+02
4.883320e-06	8.861757e+01
5.671730e-06	7.577514e+01
6.587420e-06	6.495536e+01
7.650950e-06	5.581657e+01
8.886180e-06	4.806073e+01
1.032080e-05	4.145742e+01
1.198710e-05	3.581034e+01
1.392240e-05	3.096185e+01
1.617020e-05	2.678297e+01
1.878090e-05	2.316656e+01
2.181300e-05	2.002785e+01
2.533470e-05	1.729689e+01
2.942490e-05	1.491546e+01
3.417550e-05	1.284141e+01
3.969310e-05	1.103302e+01
4.610150e-05	9.459249e+00
5.354460e-05	8.092428e+00
6.218930e-05	6.908247e+00
7.222960e-05	5.885873e+00
8.389100e-05	5.007350e+00
9.743510e-05	4.255107e+00
1.131660e-04	3.614128e+00
1.314360e-04	3.070306e+00
1.526570e-04	2.610532e+00
1.773030e-04	2.223144e+00
2.059280e-04	1.897244e+00
2.391750e-04	1.623498e+00
2.777890e-04	1.393063e+00
3.226380e-04	1.198732e+00
3.747270e-04	1.034171e+00
4.352270e-04	8.941312e-01
5.054930e-04	7.744948e-01
5.871040e-04	6.718583e-01
6.818920e-04	5.834644e-01
7.919820e-04	5.070425e-01
9.198470e-04	4.407690e-01
1.068350e-03	3.831665e-01
1.240840e-03	3.329914e-01
1.441170e-03	2.892151e-01
1.673850e-03	2.509668e-01
1.944090e-03	2.175162e-01
2.257960e-03	1.882834e-01
2.622500e-03	1.627348e-01
3.045900e-03	1.404628e-01
3.537650e-03	1.211039e-01
4.108800e-03	1.043365e-01
4.772160e-03	8.986469e-02
5.542620e-03	7.741817e-02
6.437470e-03	6.675515e-02
7.476790e-03	5.763451e-02
8.683910e-03	4.983707e-02
1.008590e-02	4.316026e-02
1.171430e-02	3.742763e-02
1.360550e-02	3.247769e-02
1.580210e-02	2.818393e-02
1.835340e-02	2.443718e-02
2.131650e-02	2.115883e-02
2.475800e-02	1.828750e-02
2.875510e-02	1.577651e-02
3.339760e-02	1.358857e-02
3.878960e-02	1.169640e-02
4.505210e-02	1.007162e-02
5.232580e-02	8.688619e-03
6.077370e-02	7.520858e-03
7.058550e-02	6.541044e-03
8.198140e-02	5.722096e-03
9.521720e-02	5.038242e-03
1.105900e-01	2.679297e-03
1.284450e-01	2.389633e-03
1.491820e-01	2.143034e-03
1.732670e-01	1.931071e-03
2.012410e-01	1.746679e-03
2.337310e-01	1.584576e-03
2.714660e-01	1.440707e-03
3.152940e-01	1.312037e-03
3.661980e-01	1.196027e-03
4.253200e-01	1.090805e-03
4.939870e-01	9.947753e-04
5.737410e-01	9.065982e-04
6.663700e-01	8.252451e-04
7.739550e-01	7.498473e-04
8.989090e-01	6.797179e-04
1.044040e+00	6.142949e-04
1.212590e+00	5.531351e-04
1.408370e+00	4.958430e-04
1.635750e+00	4.421184e-04
1.899830e+00	3.917352e-04
2.206560e+00	3.445019e-04
2.562810e+00	3.003487e-04
2.976570e+00	2.592592e-04
3.457130e+00	2.213025e-04
4.015280e+00	1.865767e-04
4.663540e+00	1.551724e-04
5.416460e+00	1.271703e-04
6.290940e+00	1.025855e-04
7.306610e+00	8.136961e-05
8.486250e+00	6.340064e-05
9.856340e+00	4.846969e-05
1.144760e+01	3.632720e-05
1.329580e+01	2.665970e-05
1.544240e+01	1.913778e-05
1.793560e+01	1.342497e-05
2.083130e+01	9.190721e-06
2.419440e+01	6.134717e-06
2.810060e+01	3.988986e-06
3.263740e+01	2.522156e-06
3.790670e+01	1.548719e-06
4.402670e+01	9.230314e-07
5.113470e+01	5.334795e-07
5.939030e+01	2.991154e-07
6.897880e+01	1.645498e-07
8.011530e+01	9.222613e-08
9.304990e+01	6.081973e-08
